doc_id,level1,level2,level3,level4,api_name,url,doc_path,hierarchy_path
62,股票数据,参考数据,前十大流通股东,,top10_floatholders,https://tushare.pro/document/2?doc_id=62,F:\projects\my-stock\tushare_docs\document\2\doc_id-62.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\前十大流通股东.md
61,股票数据,参考数据,前十大股东,,top10_holders,https://tushare.pro/document/2?doc_id=61,F:\projects\my-stock\tushare_docs\document\2\doc_id-61.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\前十大股东.md
161,股票数据,参考数据,大宗交易,,block_trade,https://tushare.pro/document/2?doc_id=161,F:\projects\my-stock\tushare_docs\document\2\doc_id-161.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\大宗交易.md
166,股票数据,参考数据,股东人数,,stk_holdernumber,https://tushare.pro/document/2?doc_id=166,F:\projects\my-stock\tushare_docs\document\2\doc_id-166.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股东人数.md
175,股票数据,参考数据,股东增减持,,stk_holdertrade,https://tushare.pro/document/2?doc_id=175,F:\projects\my-stock\tushare_docs\document\2\doc_id-175.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股东增减持.md
111,股票数据,参考数据,股权质押明细数据,,pledge_detail,https://tushare.pro/document/2?doc_id=111,F:\projects\my-stock\tushare_docs\document\2\doc_id-111.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股权质押明细数据.md
110,股票数据,参考数据,股权质押统计数据,,pledge_stat,https://tushare.pro/document/2?doc_id=110,F:\projects\my-stock\tushare_docs\document\2\doc_id-110.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股权质押统计数据.md
124,股票数据,参考数据,股票回购,,repurchase,https://tushare.pro/document/2?doc_id=124,F:\projects\my-stock\tushare_docs\document\2\doc_id-124.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股票回购.md
164,股票数据,参考数据,股票开户数据（停）,,stk_account,https://tushare.pro/document/2?doc_id=164,F:\projects\my-stock\tushare_docs\document\2\doc_id-164.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股票开户数据_停.md
165,股票数据,参考数据,股票开户数据（旧）,,stk_account_old,https://tushare.pro/document/2?doc_id=165,F:\projects\my-stock\tushare_docs\document\2\doc_id-165.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\股票开户数据_旧.md
160,股票数据,参考数据,限售股解禁,,share_float,https://tushare.pro/document/2?doc_id=160,F:\projects\my-stock\tushare_docs\document\2\doc_id-160.md,F:\projects\my-stock\tushare_docs\股票数据\参考数据\限售股解禁.md
123,股票数据,基础数据,IPO新股上市,,new_share,https://tushare.pro/document/2?doc_id=123,F:\projects\my-stock\tushare_docs\document\2\doc_id-123.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\IPO新股上市.md
397,股票数据,基础数据,ST股票列表,,stock_st,https://tushare.pro/document/2?doc_id=397,F:\projects\my-stock\tushare_docs\document\2\doc_id-397.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\ST股票列表.md
423,股票数据,基础数据,ST风险警示板股票,,,https://tushare.pro/document/2?doc_id=423,F:\projects\my-stock\tushare_docs\document\2\doc_id-423.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\ST风险警示板股票.md
112,股票数据,基础数据,上市公司基本信息,,stock_company,https://tushare.pro/document/2?doc_id=112,F:\projects\my-stock\tushare_docs\document\2\doc_id-112.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\上市公司基本信息.md
193,股票数据,基础数据,上市公司管理层,,stk_managers,https://tushare.pro/document/2?doc_id=193,F:\projects\my-stock\tushare_docs\document\2\doc_id-193.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\上市公司管理层.md
26,股票数据,基础数据,交易日历,,trade_cal,https://tushare.pro/document/2?doc_id=26,F:\projects\my-stock\tushare_docs\document\2\doc_id-26.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\交易日历.md
375,股票数据,基础数据,北交所新旧代码对照,,bse_mapping,https://tushare.pro/document/2?doc_id=375,F:\projects\my-stock\tushare_docs\document\2\doc_id-375.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\北交所新旧代码对照.md
329,股票数据,基础数据,每日股本（盘前）,,stk_premarket,https://tushare.pro/document/2?doc_id=329,F:\projects\my-stock\tushare_docs\document\2\doc_id-329.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\每日股本_盘前.md
398,股票数据,基础数据,沪深港通股票列表,,stock_hsgt,https://tushare.pro/document/2?doc_id=398,F:\projects\my-stock\tushare_docs\document\2\doc_id-398.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\沪深港通股票列表.md
194,股票数据,基础数据,管理层薪酬和持股,,stk_rewards,https://tushare.pro/document/2?doc_id=194,F:\projects\my-stock\tushare_docs\document\2\doc_id-194.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\管理层薪酬和持股.md
25,股票数据,基础数据,股票列表,,stock_basic,https://tushare.pro/document/2?doc_id=25,F:\projects\my-stock\tushare_docs\document\2\doc_id-25.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\股票列表.md
262,股票数据,基础数据,股票历史列表,,bak_basic,https://tushare.pro/document/2?doc_id=262,F:\projects\my-stock\tushare_docs\document\2\doc_id-262.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\股票历史列表.md
100,股票数据,基础数据,股票曾用名,,namechange,https://tushare.pro/document/2?doc_id=100,F:\projects\my-stock\tushare_docs\document\2\doc_id-100.md,F:\projects\my-stock\tushare_docs\股票数据\基础数据\股票曾用名.md
321,股票数据,打板专题数据,东方财富App热榜,,dc_hot,https://tushare.pro/document/2?doc_id=321,F:\projects\my-stock\tushare_docs\document\2\doc_id-321.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\东方财富App热榜.md
363,股票数据,打板专题数据,东方财富概念成分,,dc_member,https://tushare.pro/document/2?doc_id=363,F:\projects\my-stock\tushare_docs\document\2\doc_id-363.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\东方财富概念成分.md
362,股票数据,打板专题数据,东方财富概念板块,,dc_index,https://tushare.pro/document/2?doc_id=362,F:\projects\my-stock\tushare_docs\document\2\doc_id-362.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\东方财富概念板块.md
382,股票数据,打板专题数据,东财概念和行业指数行情,,dc_daily,https://tushare.pro/document/2?doc_id=382,F:\projects\my-stock\tushare_docs\document\2\doc_id-382.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\东财概念和行业指数行情.md
320,股票数据,打板专题数据,同花顺App热榜数,,ths_hot,https://tushare.pro/document/2?doc_id=320,F:\projects\my-stock\tushare_docs\document\2\doc_id-320.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\同花顺App热榜数.md
260,股票数据,打板专题数据,同花顺概念和行业指数行情,,ths_daily,https://tushare.pro/document/2?doc_id=260,F:\projects\my-stock\tushare_docs\document\2\doc_id-260.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\同花顺概念和行业指数行情.md
355,股票数据,打板专题数据,同花顺涨跌停榜单,,limit_list_ths,https://tushare.pro/document/2?doc_id=355,F:\projects\my-stock\tushare_docs\document\2\doc_id-355.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\同花顺涨跌停榜单.md
261,股票数据,打板专题数据,同花顺行业概念成分,,ths_member,https://tushare.pro/document/2?doc_id=261,F:\projects\my-stock\tushare_docs\document\2\doc_id-261.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\同花顺行业概念成分.md
259,股票数据,打板专题数据,同花顺行业概念板块,,ths_index,https://tushare.pro/document/2?doc_id=259,F:\projects\my-stock\tushare_docs\document\2\doc_id-259.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\同花顺行业概念板块.md
311,股票数据,打板专题数据,市场游资最全名录,,hm_list,https://tushare.pro/document/2?doc_id=311,F:\projects\my-stock\tushare_docs\document\2\doc_id-311.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\市场游资最全名录.md
369,股票数据,打板专题数据,开盘竞价成交（当日）,,stk_auction,https://tushare.pro/document/2?doc_id=369,F:\projects\my-stock\tushare_docs\document\2\doc_id-369.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\开盘竞价成交_当日.md
347,股票数据,打板专题数据,榜单数据（开盘啦）,,kpl_list,https://tushare.pro/document/2?doc_id=347,F:\projects\my-stock\tushare_docs\document\2\doc_id-347.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\榜单数据_开盘啦.md
357,股票数据,打板专题数据,涨停最强板块统计,,limit_cpt_list,https://tushare.pro/document/2?doc_id=357,F:\projects\my-stock\tushare_docs\document\2\doc_id-357.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\涨停最强板块统计.md
356,股票数据,打板专题数据,涨停股票连板天梯,,limit_step,https://tushare.pro/document/2?doc_id=356,F:\projects\my-stock\tushare_docs\document\2\doc_id-356.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\涨停股票连板天梯.md
298,股票数据,打板专题数据,涨跌停和炸板数据,,limit_list_d,https://tushare.pro/document/2?doc_id=298,F:\projects\my-stock\tushare_docs\document\2\doc_id-298.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\涨跌停和炸板数据.md
312,股票数据,打板专题数据,游资交易每日明细,,hm_detail,https://tushare.pro/document/2?doc_id=312,F:\projects\my-stock\tushare_docs\document\2\doc_id-312.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\游资交易每日明细.md
376,股票数据,打板专题数据,通达信板块信息,,tdx_index,https://tushare.pro/document/2?doc_id=376,F:\projects\my-stock\tushare_docs\document\2\doc_id-376.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\通达信板块信息.md
377,股票数据,打板专题数据,通达信板块成分,,tdx_member,https://tushare.pro/document/2?doc_id=377,F:\projects\my-stock\tushare_docs\document\2\doc_id-377.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\通达信板块成分.md
378,股票数据,打板专题数据,通达信板块行情,,tdx_daily,https://tushare.pro/document/2?doc_id=378,F:\projects\my-stock\tushare_docs\document\2\doc_id-378.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\通达信板块行情.md
351,股票数据,打板专题数据,题材成分（开盘啦）,,kpl_concept_cons,https://tushare.pro/document/2?doc_id=351,F:\projects\my-stock\tushare_docs\document\2\doc_id-351.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\题材成分_开盘啦.md
107,股票数据,打板专题数据,龙虎榜机构交易单,,top_inst,https://tushare.pro/document/2?doc_id=107,F:\projects\my-stock\tushare_docs\document\2\doc_id-107.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\龙虎榜机构交易单.md
106,股票数据,打板专题数据,龙虎榜每日统计单,,top_list,https://tushare.pro/document/2?doc_id=106,F:\projects\my-stock\tushare_docs\document\2\doc_id-106.md,F:\projects\my-stock\tushare_docs\股票数据\打板专题数据\龙虎榜每日统计单.md
399,股票数据,特色数据,AH股比价,,stk_ah_comparison,https://tushare.pro/document/2?doc_id=399,F:\projects\my-stock\tushare_docs\document\2\doc_id-399.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\AH股比价.md
274,股票数据,特色数据,中央结算系统持股明细,,ccass_hold_detail,https://tushare.pro/document/2?doc_id=274,F:\projects\my-stock\tushare_docs\document\2\doc_id-274.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\中央结算系统持股明细.md
295,股票数据,特色数据,中央结算系统持股统计,,ccass_hold,https://tushare.pro/document/2?doc_id=295,F:\projects\my-stock\tushare_docs\document\2\doc_id-295.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\中央结算系统持股统计.md
267,股票数据,特色数据,券商月度金股,,broker_recommend,https://tushare.pro/document/2?doc_id=267,F:\projects\my-stock\tushare_docs\document\2\doc_id-267.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\券商月度金股.md
292,股票数据,特色数据,券商盈利预测数据,,report_rc,https://tushare.pro/document/2?doc_id=292,F:\projects\my-stock\tushare_docs\document\2\doc_id-292.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\券商盈利预测数据.md
275,股票数据,特色数据,机构调研数据,,stk_surv,https://tushare.pro/document/2?doc_id=275,F:\projects\my-stock\tushare_docs\document\2\doc_id-275.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\机构调研数据.md
294,股票数据,特色数据,每日筹码分布,,cyq_chips,https://tushare.pro/document/2?doc_id=294,F:\projects\my-stock\tushare_docs\document\2\doc_id-294.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\每日筹码分布.md
293,股票数据,特色数据,每日筹码及胜率,,cyq_perf,https://tushare.pro/document/2?doc_id=293,F:\projects\my-stock\tushare_docs\document\2\doc_id-293.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\每日筹码及胜率.md
188,股票数据,特色数据,沪深股通持股明细,,hk_hold,https://tushare.pro/document/2?doc_id=188,F:\projects\my-stock\tushare_docs\document\2\doc_id-188.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\沪深股通持股明细.md
364,股票数据,特色数据,神奇九转指标,,stk_nineturn,https://tushare.pro/document/2?doc_id=364,F:\projects\my-stock\tushare_docs\document\2\doc_id-364.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\神奇九转指标.md
353,股票数据,特色数据,股票开盘集合竞价数据,,stk_auction_o,https://tushare.pro/document/2?doc_id=353,F:\projects\my-stock\tushare_docs\document\2\doc_id-353.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\股票开盘集合竞价数据.md
328,股票数据,特色数据,股票技术面因子(专业版）,,stk_factor_pro,https://tushare.pro/document/2?doc_id=328,F:\projects\my-stock\tushare_docs\document\2\doc_id-328.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\股票技术面因子_专业版.md
354,股票数据,特色数据,股票收盘集合竞价数据,,stk_auction_c,https://tushare.pro/document/2?doc_id=354,F:\projects\my-stock\tushare_docs\document\2\doc_id-354.md,F:\projects\my-stock\tushare_docs\股票数据\特色数据\股票收盘集合竞价数据.md
370,股票数据,行情数据,历史分钟,,stk_mins,https://tushare.pro/document/2?doc_id=370,F:\projects\my-stock\tushare_docs\document\2\doc_id-370.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\历史分钟.md
27,股票数据,行情数据,历史日线,,daily,https://tushare.pro/document/2?doc_id=27,F:\projects\my-stock\tushare_docs\document\2\doc_id-27.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\历史日线.md
365,股票数据,行情数据,周/月线复权行情(每日更新),,stk_week_month_adj,https://tushare.pro/document/2?doc_id=365,F:\projects\my-stock\tushare_docs\document\2\doc_id-365.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\周_月线复权行情_每日更新.md
336,股票数据,行情数据,周/月线行情(每日更新),,stk_weekly_monthly,https://tushare.pro/document/2?doc_id=336,F:\projects\my-stock\tushare_docs\document\2\doc_id-336.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\周_月线行情_每日更新.md
144,股票数据,行情数据,周线行情,,weekly,https://tushare.pro/document/2?doc_id=144,F:\projects\my-stock\tushare_docs\document\2\doc_id-144.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\周线行情.md
255,股票数据,行情数据,备用行情,,bak_daily,https://tushare.pro/document/2?doc_id=255,F:\projects\my-stock\tushare_docs\document\2\doc_id-255.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\备用行情.md
28,股票数据,行情数据,复权因子,,adj_factor,https://tushare.pro/document/2?doc_id=28,F:\projects\my-stock\tushare_docs\document\2\doc_id-28.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\复权因子.md
146,股票数据,行情数据,复权行情,,pro_bar,https://tushare.pro/document/2?doc_id=146,F:\projects\my-stock\tushare_docs\document\2\doc_id-146.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\复权行情.md
315,股票数据,行情数据,实时Tick（爬虫）,,realtime_quote,https://tushare.pro/document/2?doc_id=315,F:\projects\my-stock\tushare_docs\document\2\doc_id-315.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\实时Tick_爬虫.md
374,股票数据,行情数据,实时分钟,,rt_min,https://tushare.pro/document/2?doc_id=374,F:\projects\my-stock\tushare_docs\document\2\doc_id-374.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\实时分钟.md
316,股票数据,行情数据,实时成交（爬虫）,,realtime_tick,https://tushare.pro/document/2?doc_id=316,F:\projects\my-stock\tushare_docs\document\2\doc_id-316.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\实时成交_爬虫.md
317,股票数据,行情数据,实时排名（爬虫）,,realtime_list,https://tushare.pro/document/2?doc_id=317,F:\projects\my-stock\tushare_docs\document\2\doc_id-317.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\实时排名_爬虫.md
372,股票数据,行情数据,实时日线,,rt_k,https://tushare.pro/document/2?doc_id=372,F:\projects\my-stock\tushare_docs\document\2\doc_id-372.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\实时日线.md
145,股票数据,行情数据,月线行情,,monthly,https://tushare.pro/document/2?doc_id=145,F:\projects\my-stock\tushare_docs\document\2\doc_id-145.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\月线行情.md
214,股票数据,行情数据,每日停复牌信息,,suspend_d,https://tushare.pro/document/2?doc_id=214,F:\projects\my-stock\tushare_docs\document\2\doc_id-214.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\每日停复牌信息.md
32,股票数据,行情数据,每日指标,,daily_basic,https://tushare.pro/document/2?doc_id=32,F:\projects\my-stock\tushare_docs\document\2\doc_id-32.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\每日指标.md
183,股票数据,行情数据,每日涨跌停价格,,stk_limit,https://tushare.pro/document/2?doc_id=183,F:\projects\my-stock\tushare_docs\document\2\doc_id-183.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\每日涨跌停价格.md
48,股票数据,行情数据,沪深股通十大成交股,,hsgt_top10,https://tushare.pro/document/2?doc_id=48,F:\projects\my-stock\tushare_docs\document\2\doc_id-48.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\沪深股通十大成交股.md
49,股票数据,行情数据,港股通十大成交股,,ggt_top10,https://tushare.pro/document/2?doc_id=49,F:\projects\my-stock\tushare_docs\document\2\doc_id-49.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\港股通十大成交股.md
196,股票数据,行情数据,港股通每日成交统计,,ggt_daily,https://tushare.pro/document/2?doc_id=196,F:\projects\my-stock\tushare_docs\document\2\doc_id-196.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\港股通每日成交统计.md
197,股票数据,行情数据,港股通每月成交统计,,ggt_monthly,https://tushare.pro/document/2?doc_id=197,F:\projects\my-stock\tushare_docs\document\2\doc_id-197.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\港股通每月成交统计.md
109,股票数据,行情数据,通用行情接口,,pro_bar,https://tushare.pro/document/2?doc_id=109,F:\projects\my-stock\tushare_docs\document\2\doc_id-109.md,F:\projects\my-stock\tushare_docs\股票数据\行情数据\通用行情接口.md
46,股票数据,财务数据,业绩快报,,express,https://tushare.pro/document/2?doc_id=46,F:\projects\my-stock\tushare_docs\document\2\doc_id-46.md,F:\projects\my-stock\tushare_docs\股票数据\财务数据\业绩快报.md
